"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.020277,2.4552e-05,0,0.016964,1,0.028,0.5,0.028,0.05
-0.020581,2.507e-05,0,0.016964,1,0.029,0.5,0.029,0.05
-0.020884,2.5588e-05,0,0.016965,1,0.03,0.5,0.03,0.05
-0.021188,2.6107e-05,0,0.016965,1,0.031,0.5,0.031,0.05
-0.021491,2.6625e-05,0,0.016966,1,0.032,0.5,0.032,0.05
-0.021794,2.7143e-05,0,0.016966,1,0.033,0.5,0.033,0.05
-0.022277,2.8203e-05,0,0.016966,1,0.034,0.5,0.034,0.05
-0.022849,2.9533e-05,0,0.016966,1,0.035,0.5,0.035,0.05
-0.02342,3.0863e-05,0,0.016966,1,0.036,0.5,0.036,0.05
-0.023992,3.2193e-05,0,0.016966,1,0.037,0.5,0.037,0.05
-0.024564,3.3523e-05,0,0.016966,1,0.038,0.5,0.038,0.05
-0.025136,3.4853e-05,0,0.016966,1,0.039,0.5,0.039,0.05
-0.025708,3.6183e-05,0,0.016966,1,0.04,0.5,0.04,0.05
-0.026279,3.7512e-05,0,0.016966,1,0.041,0.5,0.041,0.05
-0.026851,3.8842e-05,0,0.016966,1,0.042,0.5,0.042,0.05
-0.027423,4.0172e-05,0,0.016966,1,0.043,0.5,0.043,0.05
-0.027995,4.1502e-05,0,0.016965,1,0.044,0.5,0.044,0.05
-0.028567,4.2832e-05,0,0.016965,1,0.045,0.5,0.045,0.05
-0.029139,4.4162e-05,0,0.016965,1,0.046,0.5,0.046,0.05
-0.02971,4.5492e-05,0,0.016965,1,0.047,0.5,0.047,0.05
-0.030282,4.6822e-05,0,0.016965,1,0.048,0.5,0.048,0.05
-0.030854,4.8152e-05,0,0.016965,1,0.049,0.5,0.049,0.05
-0.031426,4.9482e-05,0,0.016965,1,0.05,0.5,0.05,0.05
-0.031998,5.0812e-05,0,0.016965,1,0.051,0.5,0.051,0.05
-0.03257,5.2142e-05,0,0.016965,1,0.052,0.5,0.052,0.05
-0.033141,5.3472e-05,0,0.016965,1,0.053,0.5,0.053,0.05
-0.033713,5.4802e-05,0,0.016965,1,0.054,0.5,0.054,0.05
-0.034285,5.6132e-05,0,0.016965,1,0.055,0.5,0.055,0.05
-0.034857,5.7462e-05,0,0.016965,1,0.056,0.5,0.056,0.05
-0.035429,5.8792e-05,0,0.016964,1,0.057,0.5,0.057,0.05
-0.036001,6.0122e-05,0,0.016964,1,0.058,0.5,0.058,0.05
-0.036572,6.1452e-05,0,0.016964,1,0.059,0.5,0.059,0.05
-0.037144,6.2782e-05,0,0.016964,1,0.06,0.5,0.06,0.05
-0.037716,6.4112e-05,0,0.016964,1,0.061,0.5,0.061,0.05
-0.038288,6.5442e-05,0,0.016964,1,0.062,0.5,0.062,0.05
-0.03886,6.6771e-05,0,0.016964,1,0.063,0.5,0.063,0.05
-0.039432,6.8101e-05,0,0.016964,1,0.064,0.5,0.064,0.05
-0.040003,6.9431e-05,0,0.016964,1,0.065,0.5,0.065,0.05
-0.040575,7.0761e-05,0,0.016964,1,0.066,0.5,0.066,0.05
-0.041127,7.2255e-05,0,0.016963,1,0.067,0.5,0.067,0.05
-0.041639,7.4074e-05,0,0.01696,1,0.068,0.5,0.068,0.05
-0.042151,7.5894e-05,0,0.016958,1,0.069,0.5,0.069,0.05
-0.042663,7.7714e-05,0,0.016955,1,0.07,0.5,0.07,0.05
-0.043176,7.9534e-05,0,0.016952,1,0.071,0.5,0.071,0.05
-0.043688,8.1354e-05,0,0.01695,1,0.072,0.5,0.072,0.05
-0.0442,8.3173e-05,0,0.016947,1,0.073,0.5,0.073,0.05
-0.044712,8.4993e-05,0,0.016945,1,0.074,0.5,0.074,0.05
-0.045224,8.6813e-05,0,0.016942,1,0.075,0.5,0.075,0.05
-0.045736,8.8633e-05,0,0.016939,1,0.076,0.5,0.076,0.05
-0.046248,9.0453e-05,0,0.016937,1,0.077,0.5,0.077,0.05
-0.04676,9.2273e-05,0,0.016934,1,0.078,0.5,0.078,0.05
-0.047272,9.4092e-05,0,0.016932,1,0.079,0.5,0.079,0.05
-0.047785,9.5912e-05,0,0.016929,1,0.08,0.5,0.08,0.05
-0.048297,9.7732e-05,0,0.016926,1,0.081,0.5,0.081,0.05
-0.048809,9.9552e-05,0,0.016924,1,0.082,0.5,0.082,0.05
-0.049321,0.00010137,0,0.016921,1,0.083,0.5,0.083,0.05
-0.049833,0.00010319,0,0.016919,1,0.084,0.5,0.084,0.05
-0.050345,0.00010501,0,0.016916,1,0.085,0.5,0.085,0.05
-0.050857,0.00010683,0,0.016913,1,0.086,0.5,0.086,0.05
-0.051369,0.00010865,0,0.016911,1,0.087,0.5,0.087,0.05
-0.051882,0.00011047,0,0.016908,1,0.088,0.5,0.088,0.05
-0.052394,0.00011229,0,0.016906,1,0.089,0.5,0.089,0.05
-0.052906,0.00011411,0,0.016903,1,0.09,0.5,0.09,0.05
-0.053418,0.00011593,0,0.0169,1,0.091,0.5,0.091,0.05
-0.05393,0.00011775,0,0.016898,1,0.092,0.5,0.092,0.05
-0.054442,0.00011957,0,0.016895,1,0.093,0.5,0.093,0.05
-0.054954,0.00012139,0,0.016892,1,0.094,0.5,0.094,0.05
-0.055466,0.00012321,0,0.01689,1,0.095,0.5,0.095,0.05
-0.055978,0.00012503,0,0.016887,1,0.096,0.5,0.096,0.05
-0.056491,0.00012685,0,0.016885,1,0.097,0.5,0.097,0.05
-0.057003,0.00012867,0,0.016882,1,0.098,0.5,0.098,0.05
-0.057515,0.00013049,0,0.016879,1,0.099,0.5,0.099,0.05
-0.058027,0.00013231,0,0.016877,1,0.1,0.5,0.1,0.05
-0.058497,0.0001347,0,0.016871,1,0.101,0.5,0.101,0.05
-0.058967,0.00013708,0,0.016865,1,0.102,0.5,0.102,0.05
-0.059438,0.00013947,0,0.016859,1,0.103,0.5,0.103,0.05
-0.059908,0.00014186,0,0.016853,1,0.104,0.5,0.104,0.05
-0.060378,0.00014425,0,0.016847,1,0.105,0.5,0.105,0.05
-0.060848,0.00014664,0,0.016841,1,0.106,0.5,0.106,0.05
-0.061319,0.00014903,0,0.016835,1,0.107,0.5,0.107,0.05
-0.061789,0.00015141,0,0.016829,1,0.108,0.5,0.108,0.05
-0.062259,0.0001538,0,0.016823,1,0.109,0.5,0.109,0.05
-0.062729,0.00015619,0,0.016817,1,0.11,0.5,0.11,0.05
-0.0632,0.00015858,0,0.016811,1,0.111,0.5,0.111,0.05
-0.06367,0.00016097,0,0.016805,1,0.112,0.5,0.112,0.05
-0.06414,0.00016335,0,0.016799,1,0.113,0.5,0.113,0.05
-0.06461,0.00016574,0,0.016793,1,0.114,0.5,0.114,0.05
-0.065081,0.00016813,0,0.016788,1,0.115,0.5,0.115,0.05
-0.065551,0.00017052,0,0.016782,1,0.116,0.5,0.116,0.05
-0.066021,0.00017291,0,0.016776,1,0.117,0.5,0.117,0.05
-0.066491,0.00017529,0,0.01677,1,0.118,0.5,0.118,0.05
-0.066961,0.00017768,0,0.016764,1,0.119,0.5,0.119,0.05
-0.067432,0.00018007,0,0.016758,1,0.12,0.5,0.12,0.05
-0.067902,0.00018246,0,0.016752,1,0.121,0.5,0.121,0.05
-0.068372,0.00018485,0,0.016746,1,0.122,0.5,0.122,0.05
-0.068842,0.00018724,0,0.01674,1,0.123,0.5,0.123,0.05
-0.069313,0.00018962,0,0.016734,1,0.124,0.5,0.124,0.05
-0.069783,0.00019201,0,0.016728,1,0.125,0.5,0.125,0.05
-0.070253,0.0001944,0,0.016722,1,0.126,0.5,0.126,0.05
-0.070723,0.00019679,0,0.016716,1,0.127,0.5,0.127,0.05
-0.071194,0.00019918,0,0.01671,1,0.128,0.5,0.128,0.05
-0.071664,0.00020156,0,0.016704,1,0.129,0.5,0.129,0.05
-0.072134,0.00020395,0,0.016698,1,0.13,0.5,0.13,0.05
-0.072604,0.00020634,0,0.016692,1,0.131,0.5,0.131,0.05
-0.073075,0.00020873,0,0.016686,1,0.132,0.5,0.132,0.05
-0.073545,0.00021112,0,0.01668,1,0.133,0.5,0.133,0.05
-0.073996,0.00021424,0,0.016671,1,0.134,0.5,0.134,0.05
-0.074438,0.00021772,0,0.016661,1,0.135,0.5,0.135,0.05
-0.074879,0.00022121,0,0.01665,1,0.136,0.5,0.136,0.05
-0.075321,0.00022469,0,0.016639,1,0.137,0.5,0.137,0.05
-0.075763,0.00022818,0,0.016629,1,0.138,0.5,0.138,0.05
-0.076204,0.00023167,0,0.016618,1,0.139,0.5,0.139,0.05
-0.076646,0.00023515,0,0.016608,1,0.14,0.5,0.14,0.05
-0.077088,0.00023864,0,0.016597,1,0.141,0.5,0.141,0.05
-0.077529,0.00024213,0,0.016586,1,0.142,0.5,0.142,0.05
-0.077971,0.00024561,0,0.016576,1,0.143,0.5,0.143,0.05
-0.078413,0.0002491,0,0.016565,1,0.144,0.5,0.144,0.05
-0.078854,0.00025258,0,0.016554,1,0.145,0.5,0.145,0.05
-0.079296,0.00025607,0,0.016544,1,0.146,0.5,0.146,0.05
-0.079738,0.00025956,0,0.016533,1,0.147,0.5,0.147,0.05
-0.080179,0.00026304,0,0.016523,1,0.148,0.5,0.148,0.05
-0.080621,0.00026653,0,0.016512,1,0.149,0.5,0.149,0.05
-0.081063,0.00027001,0,0.016501,1,0.15,0.5,0.15,0.05
-0.081504,0.0002735,0,0.016491,1,0.151,0.5,0.151,0.05
-0.081946,0.00027699,0,0.01648,1,0.152,0.5,0.152,0.05
-0.082388,0.00028047,0,0.016469,1,0.153,0.5,0.153,0.05
-0.082829,0.00028396,0,0.016459,1,0.154,0.5,0.154,0.05
-0.083271,0.00028745,0,0.016448,1,0.155,0.5,0.155,0.05
-0.083713,0.00029093,0,0.016437,1,0.156,0.5,0.156,0.05
-0.084154,0.00029442,0,0.016427,1,0.157,0.5,0.157,0.05
-0.084596,0.0002979,0,0.016416,1,0.158,0.5,0.158,0.05
-0.085038,0.00030139,0,0.016406,1,0.159,0.5,0.159,0.05
-0.085479,0.00030488,0,0.016395,1,0.16,0.5,0.16,0.05
-0.085921,0.00030836,0,0.016384,1,0.161,0.5,0.161,0.05
-0.086363,0.00031185,0,0.016374,1,0.162,0.5,0.162,0.05
-0.086804,0.00031533,0,0.016363,1,0.163,0.5,0.163,0.05
-0.087246,0.00031882,0,0.016352,1,0.164,0.5,0.164,0.05
-0.087688,0.00032231,0,0.016342,1,0.165,0.5,0.165,0.05
-0.088129,0.00032579,0,0.016331,1,0.166,0.5,0.166,0.05
-0.088565,0.00032993,0,0.016318,1,0.167,0.5,0.167,0.05
-0.088988,0.00033537,0,0.016302,1,0.168,0.5,0.168,0.05
-0.08941,0.00034082,0,0.016285,1,0.169,0.5,0.169,0.05
-0.089833,0.00034626,0,0.016268,1,0.17,0.5,0.17,0.05
-0.090256,0.0003517,0,0.016251,1,0.171,0.5,0.171,0.05
-0.090679,0.00035715,0,0.016234,1,0.172,0.5,0.172,0.05
-0.091102,0.00036259,0,0.016217,1,0.173,0.5,0.173,0.05
-0.091525,0.00036803,0,0.0162,1,0.174,0.5,0.174,0.05
-0.091948,0.00037347,0,0.016183,1,0.175,0.5,0.175,0.05
-0.092371,0.00037892,0,0.016166,1,0.176,0.5,0.176,0.05
-0.092794,0.00038436,0,0.016149,1,0.177,0.5,0.177,0.05
-0.093216,0.0003898,0,0.016132,1,0.178,0.5,0.178,0.05
-0.093639,0.00039524,0,0.016115,1,0.179,0.5,0.179,0.05
-0.094062,0.00040069,0,0.016098,1,0.18,0.5,0.18,0.05
-0.094485,0.00040613,0,0.016081,1,0.181,0.5,0.181,0.05
-0.094908,0.00041157,0,0.016064,1,0.182,0.5,0.182,0.05
-0.095331,0.00041702,0,0.016047,1,0.183,0.5,0.183,0.05
-0.095754,0.00042246,0,0.01603,1,0.184,0.5,0.184,0.05
-0.096177,0.0004279,0,0.016013,1,0.185,0.5,0.185,0.05
-0.0966,0.00043334,0,0.015996,1,0.186,0.5,0.186,0.05
-0.097022,0.00043879,0,0.015979,1,0.187,0.5,0.187,0.05
-0.097445,0.00044423,0,0.015962,1,0.188,0.5,0.188,0.05
-0.097868,0.00044967,0,0.015945,1,0.189,0.5,0.189,0.05
-0.098291,0.00045511,0,0.015928,1,0.19,0.5,0.19,0.05
-0.098714,0.00046056,0,0.015911,1,0.191,0.5,0.191,0.05
-0.099137,0.000466,0,0.015894,1,0.192,0.5,0.192,0.05
-0.09956,0.00047144,0,0.015877,1,0.193,0.5,0.193,0.05
-0.099983,0.00047689,0,0.01586,1,0.194,0.5,0.194,0.05
-0.10041,0.00048233,0,0.015843,1,0.195,0.5,0.195,0.05
-0.10083,0.00048777,0,0.015826,1,0.196,0.5,0.196,0.05
-0.10125,0.00049321,0,0.015809,1,0.197,0.5,0.197,0.05
-0.10167,0.00049866,0,0.015792,1,0.198,0.5,0.198,0.05
-0.1021,0.0005041,0,0.015775,1,0.199,0.5,0.199,0.05
-0.10252,0.00050954,0,0.015758,1,0.2,0.5,0.2,0.05
-0.10293,0.00051809,0,0.015733,1,0.201,0.5,0.201,0.05
-0.10334,0.00052664,0,0.015708,1,0.202,0.5,0.202,0.05
-0.10375,0.00053519,0,0.015682,1,0.203,0.5,0.203,0.05
-0.10416,0.00054373,0,0.015657,1,0.204,0.5,0.204,0.05
-0.10457,0.00055228,0,0.015632,1,0.205,0.5,0.205,0.05
-0.10498,0.00056083,0,0.015606,1,0.206,0.5,0.206,0.05
-0.10539,0.00056938,0,0.015581,1,0.207,0.5,0.207,0.05
-0.10581,0.00057793,0,0.015556,1,0.208,0.5,0.208,0.05
-0.10622,0.00058647,0,0.015531,1,0.209,0.5,0.209,0.05
-0.10663,0.00059502,0,0.015505,1,0.21,0.5,0.21,0.05
-0.10704,0.00060357,0,0.01548,1,0.211,0.5,0.211,0.05
-0.10745,0.00061212,0,0.015455,1,0.212,0.5,0.212,0.05
-0.10786,0.00062066,0,0.015429,1,0.213,0.5,0.213,0.05
-0.10827,0.00062921,0,0.015404,1,0.214,0.5,0.214,0.05
-0.10868,0.00063776,0,0.015379,1,0.215,0.5,0.215,0.05
-0.10909,0.00064631,0,0.015353,1,0.216,0.5,0.216,0.05
-0.1095,0.00065486,0,0.015328,1,0.217,0.5,0.217,0.05
-0.10991,0.0006634,0,0.015303,1,0.218,0.5,0.218,0.05
-0.11032,0.00067195,0,0.015277,1,0.219,0.5,0.219,0.05
-0.11073,0.0006805,0,0.015252,1,0.22,0.5,0.22,0.05
-0.11114,0.00068905,0,0.015227,1,0.221,0.5,0.221,0.05
-0.11156,0.00069759,0,0.015202,1,0.222,0.5,0.222,0.05
-0.11197,0.00070614,0,0.015176,1,0.223,0.5,0.223,0.05
-0.11238,0.00071469,0,0.015151,1,0.224,0.5,0.224,0.05
-0.11279,0.00072324,0,0.015126,1,0.225,0.5,0.225,0.05
-0.1132,0.00073179,0,0.0151,1,0.226,0.5,0.226,0.05
-0.11361,0.00074033,0,0.015075,1,0.227,0.5,0.227,0.05
-0.11402,0.00074888,0,0.01505,1,0.228,0.5,0.228,0.05
-0.11443,0.00075743,0,0.015024,1,0.229,0.5,0.229,0.05
-0.11484,0.00076598,0,0.014999,1,0.23,0.5,0.23,0.05
-0.11525,0.00077453,0,0.014974,1,0.231,0.5,0.231,0.05
-0.11566,0.00078307,0,0.014948,1,0.232,0.5,0.232,0.05
-0.11607,0.00079162,0,0.014923,1,0.233,0.5,0.233,0.05
-0.11648,0.00080318,0,0.014891,1,0.234,0.5,0.234,0.05
-0.11688,0.00081624,0,0.014855,1,0.235,0.5,0.235,0.05
-0.11728,0.00082931,0,0.014819,1,0.236,0.5,0.236,0.05
-0.11768,0.00084237,0,0.014783,1,0.237,0.5,0.237,0.05
-0.11809,0.00085544,0,0.014747,1,0.238,0.5,0.238,0.05
-0.11849,0.0008685,0,0.014711,1,0.239,0.5,0.239,0.05
-0.11889,0.00088156,0,0.014675,1,0.24,0.5,0.24,0.05
-0.11929,0.00089463,0,0.014639,1,0.241,0.5,0.241,0.05
-0.1197,0.00090769,0,0.014603,1,0.242,0.5,0.242,0.05
-0.1201,0.00092076,0,0.014567,1,0.243,0.5,0.243,0.05
-0.1205,0.00093382,0,0.014531,1,0.244,0.5,0.244,0.05
-0.1209,0.00094689,0,0.014495,1,0.245,0.5,0.245,0.05
-0.1213,0.00095995,0,0.014459,1,0.246,0.5,0.246,0.05
-0.12171,0.00097301,0,0.014423,1,0.247,0.5,0.247,0.05
-0.12211,0.00098608,0,0.014387,1,0.248,0.5,0.248,0.05
-0.12251,0.00099914,0,0.014351,1,0.249,0.5,0.249,0.05
-0.12291,0.0010122,0,0.014315,1,0.25,0.5,0.25,0.05
-0.12331,0.0010253,0,0.014279,1,0.251,0.5,0.251,0.05
-0.12372,0.0010383,0,0.014243,1,0.252,0.5,0.252,0.05
-0.12412,0.0010514,0,0.014207,1,0.253,0.5,0.253,0.05
-0.12452,0.0010645,0,0.014171,1,0.254,0.5,0.254,0.05
-0.12492,0.0010775,0,0.014135,1,0.255,0.5,0.255,0.05
-0.12532,0.0010906,0,0.014099,1,0.256,0.5,0.256,0.05
-0.12573,0.0011037,0,0.014063,1,0.257,0.5,0.257,0.05
-0.12613,0.0011167,0,0.014027,1,0.258,0.5,0.258,0.05
-0.12653,0.0011298,0,0.013991,1,0.259,0.5,0.259,0.05
-0.12693,0.0011428,0,0.013955,1,0.26,0.5,0.26,0.05
-0.12733,0.0011559,0,0.013919,1,0.261,0.5,0.261,0.05
-0.12774,0.001169,0,0.013883,1,0.262,0.5,0.262,0.05
-0.12814,0.001182,0,0.013848,1,0.263,0.5,0.263,0.05
-0.12854,0.0011951,0,0.013812,1,0.264,0.5,0.264,0.05
-0.12894,0.0012082,0,0.013776,1,0.265,0.5,0.265,0.05
-0.12935,0.0012212,0,0.01374,1,0.266,0.5,0.266,0.05
-0.12974,0.0012363,0,0.013699,1,0.267,0.5,0.267,0.05
-0.13014,0.0012556,0,0.01365,1,0.268,0.5,0.268,0.05
-0.13053,0.0012748,0,0.013601,1,0.269,0.5,0.269,0.05
-0.13093,0.001294,0,0.013551,1,0.27,0.5,0.27,0.05
-0.13132,0.0013132,0,0.013502,1,0.271,0.5,0.271,0.05
-0.13171,0.0013324,0,0.013453,1,0.272,0.5,0.272,0.05
-0.13211,0.0013516,0,0.013403,1,0.273,0.5,0.273,0.05
-0.1325,0.0013708,0,0.013354,1,0.274,0.5,0.274,0.05
-0.1329,0.00139,0,0.013305,1,0.275,0.5,0.275,0.05
-0.13329,0.0014092,0,0.013255,1,0.276,0.5,0.276,0.05
-0.13368,0.0014284,0,0.013206,1,0.277,0.5,0.277,0.05
-0.13408,0.0014476,0,0.013157,1,0.278,0.5,0.278,0.05
-0.13447,0.0014668,0,0.013107,1,0.279,0.5,0.279,0.05
-0.13487,0.001486,0,0.013058,1,0.28,0.5,0.28,0.05
-0.13526,0.0015052,0,0.013009,1,0.281,0.5,0.281,0.05
-0.13565,0.0015245,0,0.012959,1,0.282,0.5,0.282,0.05
-0.13605,0.0015437,0,0.01291,1,0.283,0.5,0.283,0.05
-0.13644,0.0015629,0,0.012861,1,0.284,0.5,0.284,0.05
-0.13684,0.0015821,0,0.012811,1,0.285,0.5,0.285,0.05
-0.13723,0.0016013,0,0.012762,1,0.286,0.5,0.286,0.05
-0.13762,0.0016205,0,0.012713,1,0.287,0.5,0.287,0.05
-0.13802,0.0016397,0,0.012663,1,0.288,0.5,0.288,0.05
-0.13841,0.0016589,0,0.012614,1,0.289,0.5,0.289,0.05
-0.13881,0.0016781,0,0.012565,1,0.29,0.5,0.29,0.05
-0.1392,0.0016973,0,0.012515,1,0.291,0.5,0.291,0.05
-0.13959,0.0017165,0,0.012466,1,0.292,0.5,0.292,0.05
-0.13999,0.0017357,0,0.012417,1,0.293,0.5,0.293,0.05
-0.14038,0.0017549,0,0.012367,1,0.294,0.5,0.294,0.05
-0.14078,0.0017742,0,0.012318,1,0.295,0.5,0.295,0.05
-0.14117,0.0017934,0,0.012269,1,0.296,0.5,0.296,0.05
-0.14156,0.0018126,0,0.01222,1,0.297,0.5,0.297,0.05
-0.14196,0.0018318,0,0.01217,1,0.298,0.5,0.298,0.05
-0.14235,0.001851,0,0.012121,1,0.299,0.5,0.299,0.05
-0.14275,0.0018702,0,0.012072,1,0.3,0.5,0.3,0.05
-0.14313,0.0018973,0,0.012006,1,0.301,0.5,0.301,0.05
-0.14351,0.0019244,0,0.01194,1,0.302,0.5,0.302,0.05
-0.1439,0.0019515,0,0.011875,1,0.303,0.5,0.303,0.05
-0.14428,0.0019787,0,0.011809,1,0.304,0.5,0.304,0.05
-0.14466,0.0020058,0,0.011743,1,0.305,0.5,0.305,0.05
-0.14505,0.0020329,0,0.011677,1,0.306,0.5,0.306,0.05
-0.14543,0.00206,0,0.011612,1,0.307,0.5,0.307,0.05
-0.14581,0.0020871,0,0.011546,1,0.308,0.5,0.308,0.05
-0.1462,0.0021142,0,0.01148,1,0.309,0.5,0.309,0.05
-0.14658,0.0021413,0,0.011415,1,0.31,0.5,0.31,0.05
-0.14696,0.0021685,0,0.011349,1,0.311,0.5,0.311,0.05
-0.14735,0.0021956,0,0.011283,1,0.312,0.5,0.312,0.05
-0.14773,0.0022227,0,0.011218,1,0.313,0.5,0.313,0.05
-0.14811,0.0022498,0,0.011152,1,0.314,0.5,0.314,0.05
-0.1485,0.0022769,0,0.011086,1,0.315,0.5,0.315,0.05
-0.14888,0.002304,0,0.011021,1,0.316,0.5,0.316,0.05
-0.14926,0.0023312,0,0.010955,1,0.317,0.5,0.317,0.05
-0.14965,0.0023583,0,0.010889,1,0.318,0.5,0.318,0.05
-0.15003,0.0023854,0,0.010824,1,0.319,0.5,0.319,0.05
-0.15041,0.0024125,0,0.010758,1,0.32,0.5,0.32,0.05
-0.1508,0.0024396,0,0.010692,1,0.321,0.5,0.321,0.05
-0.15118,0.0024667,0,0.010626,1,0.322,0.5,0.322,0.05
-0.15156,0.0024939,0,0.010561,1,0.323,0.5,0.323,0.05
-0.15195,0.002521,0,0.010495,1,0.324,0.5,0.324,0.05
-0.15233,0.0025481,0,0.010429,1,0.325,0.5,0.325,0.05
-0.15271,0.0025752,0,0.010364,1,0.326,0.5,0.326,0.05
-0.1531,0.0026023,0,0.010298,1,0.327,0.5,0.327,0.05
-0.15348,0.0026294,0,0.010232,1,0.328,0.5,0.328,0.05
-0.15386,0.0026566,0,0.010167,1,0.329,0.5,0.329,0.05
-0.15425,0.0026837,0,0.010101,1,0.33,0.5,0.33,0.05
-0.15463,0.0027108,0,0.010035,1,0.331,0.5,0.331,0.05
-0.15501,0.0027379,0,0.0099696,1,0.332,0.5,0.332,0.05
-0.1554,0.002765,0,0.0099039,1,0.333,0.5,0.333,0.05
-0.15577,0.0027986,0,0.0098251,1,0.334,0.5,0.334,0.05
-0.15614,0.0028354,0,0.0097398,1,0.335,0.5,0.335,0.05
-0.1565,0.0028722,0,0.0096545,1,0.336,0.5,0.336,0.05
-0.15687,0.002909,0,0.0095692,1,0.337,0.5,0.337,0.05
-0.15723,0.0029459,0,0.0094839,1,0.338,0.5,0.338,0.05
-0.1576,0.0029827,0,0.0093985,1,0.339,0.5,0.339,0.05
-0.15797,0.0030195,0,0.0093132,1,0.34,0.5,0.34,0.05
-0.15833,0.0030563,0,0.0092279,1,0.341,0.5,0.341,0.05
-0.1587,0.0030931,0,0.0091426,1,0.342,0.5,0.342,0.05
-0.15907,0.0031299,0,0.0090573,1,0.343,0.5,0.343,0.05
-0.15943,0.0031667,0,0.0089719,1,0.344,0.5,0.344,0.05
-0.1598,0.0032035,0,0.0088866,1,0.345,0.5,0.345,0.05
-0.16017,0.0032404,0,0.0088013,1,0.346,0.5,0.346,0.05
-0.16053,0.0032772,0,0.008716,1,0.347,0.5,0.347,0.05
-0.1609,0.003314,0,0.0086307,1,0.348,0.5,0.348,0.05
-0.16127,0.0033508,0,0.0085454,1,0.349,0.5,0.349,0.05
-0.16163,0.0033876,0,0.00846,1,0.35,0.5,0.35,0.05
-0.162,0.0034244,0,0.0083747,1,0.351,0.5,0.351,0.05
-0.16237,0.0034612,0,0.0082894,1,0.352,0.5,0.352,0.05
-0.16273,0.0034981,0,0.0082041,1,0.353,0.5,0.353,0.05
-0.1631,0.0035349,0,0.0081188,1,0.354,0.5,0.354,0.05
-0.16347,0.0035717,0,0.0080334,1,0.355,0.5,0.355,0.05
-0.16383,0.0036085,0,0.0079481,1,0.356,0.5,0.356,0.05
-0.1642,0.0036453,0,0.0078628,1,0.357,0.5,0.357,0.05
-0.16457,0.0036821,0,0.0077775,1,0.358,0.5,0.358,0.05
-0.16493,0.0037189,0,0.0076922,1,0.359,0.5,0.359,0.05
-0.1653,0.0037558,0,0.0076068,1,0.36,0.5,0.36,0.05
-0.16567,0.0037926,0,0.0075215,1,0.361,0.5,0.361,0.05
-0.16603,0.0038294,0,0.0074362,1,0.362,0.5,0.362,0.05
-0.1664,0.0038662,0,0.0073509,1,0.363,0.5,0.363,0.05
-0.16677,0.003903,0,0.0072656,1,0.364,0.5,0.364,0.05
-0.16713,0.0039398,0,0.0071802,1,0.365,0.5,0.365,0.05
-0.1675,0.0039766,0,0.0070949,1,0.366,0.5,0.366,0.05
-0.16786,0.0040172,0,0.0070019,1,0.367,0.5,0.367,0.05
-0.1682,0.0040654,0,0.0068936,1,0.368,0.5,0.368,0.05
-0.16854,0.0041135,0,0.0067853,1,0.369,0.5,0.369,0.05
-0.16888,0.0041617,0,0.006677,1,0.37,0.5,0.37,0.05
