"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.011876,0.13254,0,-0.016714,1,0.071,0.071,0.5,0.05
-0.012174,0.13383,0,-0.01674,1,0.072,0.072,0.5,0.05
-0.012472,0.13511,0,-0.016766,1,0.073,0.073,0.5,0.05
-0.01277,0.1364,0,-0.016792,1,0.074,0.074,0.5,0.05
-0.013068,0.13769,0,-0.016817,1,0.075,0.075,0.5,0.05
-0.013366,0.13897,0,-0.016843,1,0.076,0.076,0.5,0.05
-0.013663,0.14026,0,-0.016869,1,0.077,0.077,0.5,0.05
-0.013961,0.14155,0,-0.016895,1,0.078,0.078,0.5,0.05
-0.014259,0.14283,0,-0.016921,1,0.079,0.079,0.5,0.05
-0.014557,0.14412,0,-0.016947,1,0.08,0.08,0.5,0.05
-0.01491,0.14514,0,-0.016979,1,0.081,0.081,0.5,0.05
-0.015264,0.14617,0,-0.01701,1,0.082,0.082,0.5,0.05
-0.015617,0.14719,0,-0.017042,1,0.083,0.083,0.5,0.05
-0.01597,0.14822,0,-0.017073,1,0.084,0.084,0.5,0.05
-0.016324,0.14924,0,-0.017105,1,0.085,0.085,0.5,0.05
-0.016677,0.15026,0,-0.017136,1,0.086,0.086,0.5,0.05
-0.01703,0.15129,0,-0.017168,1,0.087,0.087,0.5,0.05
-0.017384,0.15231,0,-0.017199,1,0.088,0.088,0.5,0.05
-0.017737,0.15334,0,-0.017231,1,0.089,0.089,0.5,0.05
-0.01809,0.15436,0,-0.017262,1,0.09,0.09,0.5,0.05
-0.018444,0.15539,0,-0.017294,1,0.091,0.091,0.5,0.05
-0.018797,0.15641,0,-0.017325,1,0.092,0.092,0.5,0.05
-0.01915,0.15743,0,-0.017357,1,0.093,0.093,0.5,0.05
-0.019504,0.15846,0,-0.017388,1,0.094,0.094,0.5,0.05
-0.019857,0.15948,0,-0.01742,1,0.095,0.095,0.5,0.05
-0.02021,0.16051,0,-0.017451,1,0.096,0.096,0.5,0.05
-0.020563,0.16153,0,-0.017483,1,0.097,0.097,0.5,0.05
-0.020917,0.16255,0,-0.017514,1,0.098,0.098,0.5,0.05
-0.02127,0.16358,0,-0.017546,1,0.099,0.099,0.5,0.05
-0.021623,0.1646,0,-0.017577,1,0.1,0.1,0.5,0.05
-0.022021,0.16541,0,-0.017616,1,0.101,0.101,0.5,0.05
-0.022418,0.16622,0,-0.017655,1,0.102,0.102,0.5,0.05
-0.022816,0.16703,0,-0.017694,1,0.103,0.103,0.5,0.05
-0.023213,0.16784,0,-0.017733,1,0.104,0.104,0.5,0.05
-0.02361,0.16864,0,-0.017772,1,0.105,0.105,0.5,0.05
-0.024008,0.16945,0,-0.017811,1,0.106,0.106,0.5,0.05
-0.024405,0.17026,0,-0.01785,1,0.107,0.107,0.5,0.05
-0.024803,0.17107,0,-0.017889,1,0.108,0.108,0.5,0.05
-0.0252,0.17188,0,-0.017928,1,0.109,0.109,0.5,0.05
-0.025597,0.17269,0,-0.017967,1,0.11,0.11,0.5,0.05
-0.025995,0.17349,0,-0.018006,1,0.111,0.111,0.5,0.05
-0.026392,0.1743,0,-0.018045,1,0.112,0.112,0.5,0.05
-0.02679,0.17511,0,-0.018084,1,0.113,0.113,0.5,0.05
-0.027187,0.17592,0,-0.018123,1,0.114,0.114,0.5,0.05
-0.027584,0.17673,0,-0.018162,1,0.115,0.115,0.5,0.05
-0.027982,0.17754,0,-0.018201,1,0.116,0.116,0.5,0.05
-0.028379,0.17834,0,-0.01824,1,0.117,0.117,0.5,0.05
-0.028777,0.17915,0,-0.018278,1,0.118,0.118,0.5,0.05
-0.029174,0.17996,0,-0.018317,1,0.119,0.119,0.5,0.05
-0.029571,0.18077,0,-0.018356,1,0.12,0.12,0.5,0.05
-0.030002,0.1814,0,-0.018405,1,0.121,0.121,0.5,0.05
-0.030433,0.18204,0,-0.018453,1,0.122,0.122,0.5,0.05
-0.030864,0.18267,0,-0.018501,1,0.123,0.123,0.5,0.05
-0.031294,0.1833,0,-0.018549,1,0.124,0.124,0.5,0.05
-0.031725,0.18393,0,-0.018597,1,0.125,0.125,0.5,0.05
-0.032156,0.18457,0,-0.018645,1,0.126,0.126,0.5,0.05
-0.032587,0.1852,0,-0.018693,1,0.127,0.127,0.5,0.05
-0.033017,0.18583,0,-0.018741,1,0.128,0.128,0.5,0.05
-0.033448,0.18647,0,-0.01879,1,0.129,0.129,0.5,0.05
-0.033879,0.1871,0,-0.018838,1,0.13,0.13,0.5,0.05
-0.034309,0.18773,0,-0.018886,1,0.131,0.131,0.5,0.05
-0.03474,0.18837,0,-0.018934,1,0.132,0.132,0.5,0.05
-0.035171,0.189,0,-0.018982,1,0.133,0.133,0.5,0.05
-0.035602,0.18963,0,-0.01903,1,0.134,0.134,0.5,0.05
-0.036032,0.19027,0,-0.019078,1,0.135,0.135,0.5,0.05
-0.036463,0.1909,0,-0.019127,1,0.136,0.136,0.5,0.05
-0.036894,0.19153,0,-0.019175,1,0.137,0.137,0.5,0.05
-0.037325,0.19217,0,-0.019223,1,0.138,0.138,0.5,0.05
-0.037755,0.1928,0,-0.019271,1,0.139,0.139,0.5,0.05
-0.038186,0.19343,0,-0.019319,1,0.14,0.14,0.5,0.05
-0.038641,0.19393,0,-0.019378,1,0.141,0.141,0.5,0.05
-0.039096,0.19442,0,-0.019436,1,0.142,0.142,0.5,0.05
-0.03955,0.19491,0,-0.019495,1,0.143,0.143,0.5,0.05
-0.040005,0.1954,0,-0.019554,1,0.144,0.144,0.5,0.05
-0.04046,0.19589,0,-0.019613,1,0.145,0.145,0.5,0.05
-0.040915,0.19639,0,-0.019671,1,0.146,0.146,0.5,0.05
-0.04137,0.19688,0,-0.01973,1,0.147,0.147,0.5,0.05
-0.041824,0.19737,0,-0.019789,1,0.148,0.148,0.5,0.05
-0.042279,0.19786,0,-0.019847,1,0.149,0.149,0.5,0.05
-0.042734,0.19835,0,-0.019906,1,0.15,0.15,0.5,0.05
-0.043189,0.19885,0,-0.019965,1,0.151,0.151,0.5,0.05
-0.043644,0.19934,0,-0.020023,1,0.152,0.152,0.5,0.05
-0.044098,0.19983,0,-0.020082,1,0.153,0.153,0.5,0.05
-0.044553,0.20032,0,-0.020141,1,0.154,0.154,0.5,0.05
-0.045008,0.20081,0,-0.0202,1,0.155,0.155,0.5,0.05
-0.045463,0.2013,0,-0.020258,1,0.156,0.156,0.5,0.05
-0.045917,0.2018,0,-0.020317,1,0.157,0.157,0.5,0.05
-0.046372,0.20229,0,-0.020376,1,0.158,0.158,0.5,0.05
-0.046827,0.20278,0,-0.020434,1,0.159,0.159,0.5,0.05
-0.047282,0.20327,0,-0.020493,1,0.16,0.16,0.5,0.05
-0.047753,0.20365,0,-0.020563,1,0.161,0.161,0.5,0.05
-0.048224,0.20403,0,-0.020634,1,0.162,0.162,0.5,0.05
-0.048695,0.2044,0,-0.020704,1,0.163,0.163,0.5,0.05
-0.049166,0.20478,0,-0.020774,1,0.164,0.164,0.5,0.05
-0.049637,0.20515,0,-0.020845,1,0.165,0.165,0.5,0.05
-0.050108,0.20553,0,-0.020915,1,0.166,0.166,0.5,0.05
-0.05058,0.20591,0,-0.020985,1,0.167,0.167,0.5,0.05
-0.051051,0.20628,0,-0.021055,1,0.168,0.168,0.5,0.05
-0.051522,0.20666,0,-0.021126,1,0.169,0.169,0.5,0.05
-0.051993,0.20704,0,-0.021196,1,0.17,0.17,0.5,0.05
-0.052464,0.20741,0,-0.021266,1,0.171,0.171,0.5,0.05
-0.052935,0.20779,0,-0.021337,1,0.172,0.172,0.5,0.05
-0.053406,0.20816,0,-0.021407,1,0.173,0.173,0.5,0.05
-0.053877,0.20854,0,-0.021477,1,0.174,0.174,0.5,0.05
-0.054348,0.20892,0,-0.021548,1,0.175,0.175,0.5,0.05
-0.05482,0.20929,0,-0.021618,1,0.176,0.176,0.5,0.05
-0.055291,0.20967,0,-0.021688,1,0.177,0.177,0.5,0.05
-0.055762,0.21005,0,-0.021758,1,0.178,0.178,0.5,0.05
-0.056233,0.21042,0,-0.021829,1,0.179,0.179,0.5,0.05
-0.056704,0.2108,0,-0.021899,1,0.18,0.18,0.5,0.05
-0.057185,0.21108,0,-0.021982,1,0.181,0.181,0.5,0.05
-0.057666,0.21136,0,-0.022064,1,0.182,0.182,0.5,0.05
-0.058147,0.21163,0,-0.022147,1,0.183,0.183,0.5,0.05
-0.058628,0.21191,0,-0.02223,1,0.184,0.184,0.5,0.05
-0.059109,0.21219,0,-0.022312,1,0.185,0.185,0.5,0.05
-0.059591,0.21247,0,-0.022395,1,0.186,0.186,0.5,0.05
-0.060072,0.21275,0,-0.022478,1,0.187,0.187,0.5,0.05
-0.060553,0.21303,0,-0.02256,1,0.188,0.188,0.5,0.05
-0.061034,0.2133,0,-0.022643,1,0.189,0.189,0.5,0.05
-0.061515,0.21358,0,-0.022725,1,0.19,0.19,0.5,0.05
-0.061996,0.21386,0,-0.022808,1,0.191,0.191,0.5,0.05
-0.062477,0.21414,0,-0.022891,1,0.192,0.192,0.5,0.05
-0.062958,0.21442,0,-0.022973,1,0.193,0.193,0.5,0.05
-0.063439,0.2147,0,-0.023056,1,0.194,0.194,0.5,0.05
-0.063921,0.21497,0,-0.023139,1,0.195,0.195,0.5,0.05
-0.064402,0.21525,0,-0.023221,1,0.196,0.196,0.5,0.05
-0.064883,0.21553,0,-0.023304,1,0.197,0.197,0.5,0.05
-0.065364,0.21581,0,-0.023387,1,0.198,0.198,0.5,0.05
-0.065845,0.21609,0,-0.023469,1,0.199,0.199,0.5,0.05
-0.066326,0.21637,0,-0.023552,1,0.2,0.2,0.5,0.05
-0.066812,0.21656,0,-0.023647,1,0.201,0.201,0.5,0.05
-0.067298,0.21675,0,-0.023743,1,0.202,0.202,0.5,0.05
-0.067784,0.21694,0,-0.023838,1,0.203,0.203,0.5,0.05
-0.06827,0.21713,0,-0.023934,1,0.204,0.204,0.5,0.05
-0.068756,0.21732,0,-0.024029,1,0.205,0.205,0.5,0.05
-0.069242,0.21751,0,-0.024125,1,0.206,0.206,0.5,0.05
-0.069728,0.21771,0,-0.02422,1,0.207,0.207,0.5,0.05
-0.070214,0.2179,0,-0.024316,1,0.208,0.208,0.5,0.05
-0.0707,0.21809,0,-0.024411,1,0.209,0.209,0.5,0.05
-0.071186,0.21828,0,-0.024506,1,0.21,0.21,0.5,0.05
-0.071672,0.21847,0,-0.024602,1,0.211,0.211,0.5,0.05
-0.072158,0.21866,0,-0.024697,1,0.212,0.212,0.5,0.05
-0.072644,0.21885,0,-0.024793,1,0.213,0.213,0.5,0.05
-0.07313,0.21904,0,-0.024888,1,0.214,0.214,0.5,0.05
-0.073616,0.21923,0,-0.024984,1,0.215,0.215,0.5,0.05
-0.074102,0.21943,0,-0.025079,1,0.216,0.216,0.5,0.05
-0.074588,0.21962,0,-0.025175,1,0.217,0.217,0.5,0.05
-0.075074,0.21981,0,-0.02527,1,0.218,0.218,0.5,0.05
-0.07556,0.22,0,-0.025366,1,0.219,0.219,0.5,0.05
-0.076046,0.22019,0,-0.025461,1,0.22,0.22,0.5,0.05
-0.076533,0.2203,0,-0.02557,1,0.221,0.221,0.5,0.05
-0.07702,0.22041,0,-0.025678,1,0.222,0.222,0.5,0.05
-0.077507,0.22052,0,-0.025787,1,0.223,0.223,0.5,0.05
-0.077994,0.22063,0,-0.025895,1,0.224,0.224,0.5,0.05
-0.07848,0.22074,0,-0.026004,1,0.225,0.225,0.5,0.05
-0.078967,0.22084,0,-0.026112,1,0.226,0.226,0.5,0.05
-0.079454,0.22095,0,-0.026221,1,0.227,0.227,0.5,0.05
-0.079941,0.22106,0,-0.026329,1,0.228,0.228,0.5,0.05
-0.080428,0.22117,0,-0.026437,1,0.229,0.229,0.5,0.05
-0.080915,0.22128,0,-0.026546,1,0.23,0.23,0.5,0.05
-0.081401,0.22139,0,-0.026654,1,0.231,0.231,0.5,0.05
-0.081888,0.2215,0,-0.026763,1,0.232,0.232,0.5,0.05
-0.082375,0.22161,0,-0.026871,1,0.233,0.233,0.5,0.05
-0.082862,0.22172,0,-0.02698,1,0.234,0.234,0.5,0.05
-0.083349,0.22183,0,-0.027088,1,0.235,0.235,0.5,0.05
-0.083836,0.22193,0,-0.027197,1,0.236,0.236,0.5,0.05
-0.084322,0.22204,0,-0.027305,1,0.237,0.237,0.5,0.05
-0.084809,0.22215,0,-0.027414,1,0.238,0.238,0.5,0.05
-0.085296,0.22226,0,-0.027522,1,0.239,0.239,0.5,0.05
-0.085783,0.22237,0,-0.027631,1,0.24,0.24,0.5,0.05
-0.086267,0.2224,0,-0.027752,1,0.241,0.241,0.5,0.05
-0.086752,0.22243,0,-0.027874,1,0.242,0.242,0.5,0.05
-0.087236,0.22245,0,-0.027995,1,0.243,0.243,0.5,0.05
-0.08772,0.22248,0,-0.028116,1,0.244,0.244,0.5,0.05
-0.088205,0.22251,0,-0.028238,1,0.245,0.245,0.5,0.05
-0.088689,0.22254,0,-0.028359,1,0.246,0.246,0.5,0.05
-0.089174,0.22256,0,-0.028481,1,0.247,0.247,0.5,0.05
-0.089658,0.22259,0,-0.028602,1,0.248,0.248,0.5,0.05
-0.090142,0.22262,0,-0.028724,1,0.249,0.249,0.5,0.05
-0.090627,0.22264,0,-0.028845,1,0.25,0.25,0.5,0.05
-0.091111,0.22267,0,-0.028966,1,0.251,0.251,0.5,0.05
-0.091595,0.2227,0,-0.029088,1,0.252,0.252,0.5,0.05
-0.09208,0.22273,0,-0.029209,1,0.253,0.253,0.5,0.05
-0.092564,0.22275,0,-0.029331,1,0.254,0.254,0.5,0.05
-0.093049,0.22278,0,-0.029452,1,0.255,0.255,0.5,0.05
-0.093533,0.22281,0,-0.029573,1,0.256,0.256,0.5,0.05
-0.094017,0.22284,0,-0.029695,1,0.257,0.257,0.5,0.05
-0.094502,0.22286,0,-0.029816,1,0.258,0.258,0.5,0.05
-0.094986,0.22289,0,-0.029938,1,0.259,0.259,0.5,0.05
-0.09547,0.22292,0,-0.030059,1,0.26,0.26,0.5,0.05
-0.09595,0.22286,0,-0.030193,1,0.261,0.261,0.5,0.05
-0.096429,0.22281,0,-0.030327,1,0.262,0.262,0.5,0.05
-0.096908,0.22275,0,-0.030461,1,0.263,0.263,0.5,0.05
-0.097387,0.22269,0,-0.030595,1,0.264,0.264,0.5,0.05
-0.097866,0.22264,0,-0.030729,1,0.265,0.265,0.5,0.05
-0.098345,0.22258,0,-0.030863,1,0.266,0.266,0.5,0.05
-0.098825,0.22252,0,-0.030996,1,0.267,0.267,0.5,0.05
-0.099304,0.22247,0,-0.03113,1,0.268,0.268,0.5,0.05
-0.099783,0.22241,0,-0.031264,1,0.269,0.269,0.5,0.05
-0.10026,0.22236,0,-0.031398,1,0.27,0.27,0.5,0.05
-0.10074,0.2223,0,-0.031532,1,0.271,0.271,0.5,0.05
-0.10122,0.22224,0,-0.031666,1,0.272,0.272,0.5,0.05
-0.1017,0.22219,0,-0.0318,1,0.273,0.273,0.5,0.05
-0.10218,0.22213,0,-0.031934,1,0.274,0.274,0.5,0.05
-0.10266,0.22207,0,-0.032068,1,0.275,0.275,0.5,0.05
-0.10314,0.22202,0,-0.032202,1,0.276,0.276,0.5,0.05
-0.10362,0.22196,0,-0.032335,1,0.277,0.277,0.5,0.05
-0.1041,0.22191,0,-0.032469,1,0.278,0.278,0.5,0.05
-0.10457,0.22185,0,-0.032603,1,0.279,0.279,0.5,0.05
-0.10505,0.22179,0,-0.032737,1,0.28,0.28,0.5,0.05
-0.10553,0.22165,0,-0.032883,1,0.281,0.281,0.5,0.05
-0.106,0.2215,0,-0.033028,1,0.282,0.282,0.5,0.05
-0.10647,0.22136,0,-0.033174,1,0.283,0.283,0.5,0.05
-0.10694,0.22122,0,-0.033319,1,0.284,0.284,0.5,0.05
-0.10741,0.22107,0,-0.033465,1,0.285,0.285,0.5,0.05
-0.10788,0.22093,0,-0.033611,1,0.286,0.286,0.5,0.05
-0.10836,0.22079,0,-0.033756,1,0.287,0.287,0.5,0.05
-0.10883,0.22064,0,-0.033902,1,0.288,0.288,0.5,0.05
-0.1093,0.2205,0,-0.034047,1,0.289,0.289,0.5,0.05
-0.10977,0.22035,0,-0.034193,1,0.29,0.29,0.5,0.05
-0.11024,0.22021,0,-0.034338,1,0.291,0.291,0.5,0.05
-0.11071,0.22007,0,-0.034484,1,0.292,0.292,0.5,0.05
-0.11119,0.21992,0,-0.034629,1,0.293,0.293,0.5,0.05
-0.11166,0.21978,0,-0.034775,1,0.294,0.294,0.5,0.05
-0.11213,0.21964,0,-0.034921,1,0.295,0.295,0.5,0.05
-0.1126,0.21949,0,-0.035066,1,0.296,0.296,0.5,0.05
-0.11307,0.21935,0,-0.035212,1,0.297,0.297,0.5,0.05
-0.11354,0.2192,0,-0.035357,1,0.298,0.298,0.5,0.05
-0.11402,0.21906,0,-0.035503,1,0.299,0.299,0.5,0.05
-0.11449,0.21892,0,-0.035648,1,0.3,0.3,0.5,0.05
-0.11495,0.21868,0,-0.035804,1,0.301,0.301,0.5,0.05
-0.11541,0.21845,0,-0.03596,1,0.302,0.302,0.5,0.05
-0.11587,0.21821,0,-0.036116,1,0.303,0.303,0.5,0.05
-0.11634,0.21797,0,-0.036272,1,0.304,0.304,0.5,0.05
-0.1168,0.21774,0,-0.036428,1,0.305,0.305,0.5,0.05
-0.11726,0.2175,0,-0.036584,1,0.306,0.306,0.5,0.05
-0.11772,0.21727,0,-0.03674,1,0.307,0.307,0.5,0.05
-0.11819,0.21703,0,-0.036896,1,0.308,0.308,0.5,0.05
-0.11865,0.2168,0,-0.037052,1,0.309,0.309,0.5,0.05
-0.11911,0.21656,0,-0.037208,1,0.31,0.31,0.5,0.05
-0.11957,0.21633,0,-0.037364,1,0.311,0.311,0.5,0.05
-0.12003,0.21609,0,-0.03752,1,0.312,0.312,0.5,0.05
-0.1205,0.21585,0,-0.037676,1,0.313,0.313,0.5,0.05
-0.12096,0.21562,0,-0.037832,1,0.314,0.314,0.5,0.05
-0.12142,0.21538,0,-0.037988,1,0.315,0.315,0.5,0.05
-0.12188,0.21515,0,-0.038144,1,0.316,0.316,0.5,0.05
-0.12235,0.21491,0,-0.0383,1,0.317,0.317,0.5,0.05
-0.12281,0.21468,0,-0.038456,1,0.318,0.318,0.5,0.05
-0.12327,0.21444,0,-0.038612,1,0.319,0.319,0.5,0.05
-0.12373,0.21421,0,-0.038768,1,0.32,0.32,0.5,0.05
-0.12418,0.21387,0,-0.038933,1,0.321,0.321,0.5,0.05
-0.12464,0.21354,0,-0.039097,1,0.322,0.322,0.5,0.05
-0.12509,0.21321,0,-0.039262,1,0.323,0.323,0.5,0.05
-0.12554,0.21288,0,-0.039427,1,0.324,0.324,0.5,0.05
-0.12599,0.21255,0,-0.039591,1,0.325,0.325,0.5,0.05
-0.12644,0.21222,0,-0.039756,1,0.326,0.326,0.5,0.05
-0.12689,0.21189,0,-0.039921,1,0.327,0.327,0.5,0.05
-0.12734,0.21155,0,-0.040085,1,0.328,0.328,0.5,0.05
-0.12779,0.21122,0,-0.04025,1,0.329,0.329,0.5,0.05
-0.12824,0.21089,0,-0.040415,1,0.33,0.33,0.5,0.05
-0.1287,0.21056,0,-0.040579,1,0.331,0.331,0.5,0.05
-0.12915,0.21023,0,-0.040744,1,0.332,0.332,0.5,0.05
-0.1296,0.2099,0,-0.040909,1,0.333,0.333,0.5,0.05
-0.13005,0.20957,0,-0.041073,1,0.334,0.334,0.5,0.05
-0.1305,0.20923,0,-0.041238,1,0.335,0.335,0.5,0.05
-0.13095,0.2089,0,-0.041403,1,0.336,0.336,0.5,0.05
-0.1314,0.20857,0,-0.041567,1,0.337,0.337,0.5,0.05
-0.13185,0.20824,0,-0.041732,1,0.338,0.338,0.5,0.05
-0.1323,0.20791,0,-0.041897,1,0.339,0.339,0.5,0.05
-0.13276,0.20758,0,-0.042061,1,0.34,0.34,0.5,0.05
-0.13319,0.20715,0,-0.042233,1,0.341,0.341,0.5,0.05
-0.13363,0.20672,0,-0.042404,1,0.342,0.342,0.5,0.05
-0.13407,0.20628,0,-0.042575,1,0.343,0.343,0.5,0.05
-0.13451,0.20585,0,-0.042746,1,0.344,0.344,0.5,0.05
-0.13495,0.20542,0,-0.042917,1,0.345,0.345,0.5,0.05
-0.13539,0.20499,0,-0.043089,1,0.346,0.346,0.5,0.05
-0.13583,0.20456,0,-0.04326,1,0.347,0.347,0.5,0.05
-0.13626,0.20413,0,-0.043431,1,0.348,0.348,0.5,0.05
-0.1367,0.2037,0,-0.043602,1,0.349,0.349,0.5,0.05
-0.13714,0.20327,0,-0.043773,1,0.35,0.35,0.5,0.05
-0.13758,0.20284,0,-0.043945,1,0.351,0.351,0.5,0.05
-0.13802,0.20241,0,-0.044116,1,0.352,0.352,0.5,0.05
-0.13846,0.20198,0,-0.044287,1,0.353,0.353,0.5,0.05
-0.1389,0.20155,0,-0.044458,1,0.354,0.354,0.5,0.05
-0.13933,0.20112,0,-0.044629,1,0.355,0.355,0.5,0.05
-0.13977,0.20069,0,-0.044801,1,0.356,0.356,0.5,0.05
-0.14021,0.20026,0,-0.044972,1,0.357,0.357,0.5,0.05
-0.14065,0.19983,0,-0.045143,1,0.358,0.358,0.5,0.05
-0.14109,0.1994,0,-0.045314,1,0.359,0.359,0.5,0.05
-0.14153,0.19897,0,-0.045486,1,0.36,0.36,0.5,0.05
-0.14195,0.19843,0,-0.045661,1,0.361,0.361,0.5,0.05
-0.14238,0.1979,0,-0.045836,1,0.362,0.362,0.5,0.05
-0.1428,0.19737,0,-0.046011,1,0.363,0.363,0.5,0.05
-0.14323,0.19684,0,-0.046186,1,0.364,0.364,0.5,0.05
-0.14365,0.19631,0,-0.046361,1,0.365,0.365,0.5,0.05
-0.14408,0.19578,0,-0.046536,1,0.366,0.366,0.5,0.05
-0.1445,0.19524,0,-0.046711,1,0.367,0.367,0.5,0.05
-0.14493,0.19471,0,-0.046887,1,0.368,0.368,0.5,0.05
-0.14535,0.19418,0,-0.047062,1,0.369,0.369,0.5,0.05
-0.14578,0.19365,0,-0.047237,1,0.37,0.37,0.5,0.05
-0.1462,0.19312,0,-0.047412,1,0.371,0.371,0.5,0.05
-0.14663,0.19259,0,-0.047587,1,0.372,0.372,0.5,0.05
-0.14705,0.19205,0,-0.047762,1,0.373,0.373,0.5,0.05
